name,owner,stars,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,closedIssues,totalIssues
freeCodeCamp,freeCodeCamp,384626,2014-12-24T17:49:19Z,2024-03-06T19:37:22Z,TypeScript,21833,,17427,17694
free-programming-books,EbookFoundation,314622,2013-10-11T06:50:37Z,2024-03-06T19:48:25Z,,6440,,1038,1062
awesome,sindresorhus,292787,2014-07-11T13:42:37Z,2024-03-06T19:54:31Z,,641,,312,334
public-apis,public-apis,284460,2016-03-20T23:49:42Z,2024-03-06T19:49:30Z,Python,1871,,548,559
coding-interview-university,jwasham,279441,2016-06-06T02:34:12Z,2024-03-06T19:57:00Z,,397,,369,414
996.ICU,996icu,268670,2019-03-26T07:31:14Z,2024-03-06T15:19:35Z,,1066,,0,0
developer-roadmap,kamranahmedse,268100,2017-03-15T13:45:52Z,2024-03-06T19:50:04Z,TypeScript,1787,,1068,1803
build-your-own-x,codecrafters-io,248827,2018-05-09T12:03:18Z,2024-03-06T19:25:49Z,,133,,426,603
system-design-primer,donnemartin,248268,2017-02-26T16:15:28Z,2024-03-06T19:55:54Z,Python,196,,80,277
react,facebook,219703,2013-05-24T16:15:54Z,2024-03-06T19:35:42Z,JavaScript,9734,,11554,12727
vue,vuejs,206492,2013-07-29T03:24:51Z,2024-03-06T16:38:55Z,TypeScript,1133,,9657,10013
awesome-python,vinta,200064,2014-06-27T21:00:06Z,2024-03-06T19:54:41Z,Python,540,,0,0
tensorflow,tensorflow,181151,2015-11-07T01:19:20Z,2024-03-06T19:31:44Z,C++,16442,,36889,38785
javascript-algorithms,trekhleb,180655,2018-03-24T07:47:04Z,2024-03-06T19:27:49Z,JavaScript,282,,215,339
Python,TheAlgorithms,176299,2016-07-16T09:44:01Z,2024-03-06T19:37:29Z,Python,2724,,1411,1439
You-Dont-Know-JS,getify,175303,2013-11-16T02:37:24Z,2024-03-06T19:48:17Z,,365,,844,924
awesome-selfhosted,awesome-selfhosted,171549,2015-06-01T02:33:17Z,2024-03-06T19:55:48Z,,2395,,804,804
CS-Notes,CyC2018,171029,2018-02-13T14:56:24Z,2024-03-06T19:06:35Z,,375,,446,576
ohmyzsh,ohmyzsh,167321,2009-08-28T18:15:37Z,2024-03-06T19:37:30Z,Shell,3066,,4520,4645
linux,torvalds,167080,2011-09-04T22:48:12Z,2024-03-06T19:50:54Z,C,9,,0,0
bootstrap,twbs,167015,2011-07-29T21:19:00Z,2024-03-06T19:39:59Z,JavaScript,8647,,21905,22300
flutter,flutter,160492,2015-03-06T22:54:58Z,2024-03-06T19:47:32Z,Dart,36099,,80206,92453
computer-science,ossu,160010,2014-05-04T00:18:39Z,2024-03-06T19:26:40Z,,252,,612,627
project-based-learning,practical-tutorials,159131,2017-04-12T05:07:46Z,2024-03-06T19:44:37Z,,182,,64,116
AutoGPT,Significant-Gravitas,158642,2023-03-16T09:21:07Z,2024-03-06T19:48:09Z,JavaScript,1524,,2081,2165
vscode,microsoft,156777,2015-09-03T20:23:38Z,2024-03-06T19:37:18Z,TypeScript,23304,,165050,172496
gitignore,github,156252,2010-11-08T20:17:14Z,2024-03-06T19:48:43Z,,1523,,0,0
Python-100-Days,jackfrued,148047,2018-03-01T16:05:52Z,2024-03-06T16:27:41Z,Python,13,,106,629
the-art-of-command-line,jlevy,145899,2015-05-20T15:11:03Z,2024-03-06T17:43:44Z,,317,,131,239
JavaGuide,Snailclimb,141296,2018-05-07T13:27:00Z,2024-03-06T17:27:29Z,Java,966,,919,976
javascript,airbnb,140704,2012-11-01T23:13:50Z,2024-03-06T18:45:23Z,JavaScript,802,,1205,1295
youtube-dl,ytdl-org,127486,2010-10-31T14:35:07Z,2024-03-06T16:13:40Z,Python,1619,,22713,26469
the-book-of-secret-knowledge,trimstray,124949,2018-06-23T10:43:14Z,2024-03-06T19:54:44Z,,122,,0,0
stable-diffusion-webui,AUTOMATIC1111,124355,2022-08-22T14:05:26Z,2024-03-06T19:50:10Z,Python,1650,,5209,7121
fucking-algorithm,labuladong,122599,2020-02-19T09:01:23Z,2024-03-06T19:26:54Z,Markdown,232,,452,812
transformers,huggingface,121531,2018-10-29T13:56:00Z,2024-03-06T19:48:05Z,Python,11797,,13436,14210
next.js,vercel,118830,2016-10-05T23:32:51Z,2024-03-06T19:25:01Z,JavaScript,16120,,17109,19639
30-seconds-of-code,Chalarangelo,118406,2017-11-29T17:35:03Z,2024-03-06T19:56:17Z,JavaScript,816,,294,294
go,golang,118347,2014-08-19T04:33:40Z,2024-03-06T19:42:38Z,Go,1,,51915,60588
awesome-go,avelino,117826,2014-07-06T13:42:15Z,2024-03-06T19:54:45Z,Go,3113,,621,624
react-native,facebook,114950,2015-01-09T18:10:16Z,2024-03-06T19:39:21Z,C++,801,,24669,25483
electron,electron,110828,2013-04-12T01:47:36Z,2024-03-06T19:36:33Z,C++,18925,,18526,19382
free-programming-books-zh_CN,justjavac,108503,2013-11-04T01:59:19Z,2024-03-06T18:56:15Z,,282,,0,0
tech-interview-handbook,yangshun,107512,2016-07-05T05:00:48Z,2024-03-06T19:12:05Z,TypeScript,455,,60,88
d3,d3,107344,2010-09-27T17:22:42Z,2024-03-06T17:54:19Z,Shell,475,,2181,2187
kubernetes,kubernetes,105554,2014-06-06T22:56:04Z,2024-03-06T19:31:16Z,Go,57827,,42800,44735
axios,axios,103559,2014-08-18T22:30:27Z,2024-03-06T19:16:25Z,JavaScript,812,,3975,4484
PowerToys,microsoft,102829,2019-05-01T17:44:02Z,2024-03-06T19:50:33Z,C#,4510,,20963,26539
node,nodejs,102225,2014-11-26T19:57:11Z,2024-03-06T19:35:24Z,JavaScript,7630,,15777,17298
create-react-app,facebook,101654,2016-07-17T14:55:11Z,2024-03-06T19:44:39Z,JavaScript,1944,,6528,8237
awesome-chatgpt-prompts,f,100901,2022-12-05T13:54:13Z,2024-03-06T19:52:56Z,HTML,114,,0,0
scrcpy,Genymobile,99275,2017-11-21T18:00:27Z,2024-03-06T19:52:15Z,C,76,,2569,4246
three.js,mrdoob,97845,2010-03-23T18:58:01Z,2024-03-06T19:07:49Z,JavaScript,11988,,11818,12179
TypeScript,microsoft,97073,2014-06-17T15:28:39Z,2024-03-06T19:34:51Z,TypeScript,13707,,33968,39463
nodebestpractices,goldbergyoni,95657,2017-09-15T08:33:19Z,2024-03-06T19:12:56Z,Dockerfile,765,,283,316
angular,angular,94023,2014-09-18T16:12:01Z,2024-03-06T19:48:02Z,TypeScript,3517,,25540,26932
terminal,microsoft,92947,2017-08-11T18:38:22Z,2024-03-06T19:50:26Z,C++,3540,,10664,12134
deno,denoland,92481,2018-05-15T01:34:26Z,2024-03-06T15:29:21Z,Rust,10043,,7619,9434
material-ui,mui,90993,2014-08-18T19:11:54Z,2024-03-06T19:14:29Z,TypeScript,17608,,17124,18689
rust,rust-lang,90782,2010-06-16T20:39:03Z,2024-03-06T19:18:02Z,Rust,53188,,42682,51738
ant-design,ant-design,89619,2015-04-24T15:37:24Z,2024-03-06T16:07:50Z,TypeScript,13124,,27818,28786
clean-code-javascript,ryanmcdermott,88643,2016-11-25T22:25:41Z,2024-03-06T13:59:14Z,JavaScript,149,,83,151
puppeteer,puppeteer,86304,2017-05-09T22:16:13Z,2024-03-06T18:19:31Z,TypeScript,4266,,6265,6562
java-design-patterns,iluwatar,85941,2014-08-09T16:45:18Z,2024-03-06T18:11:42Z,Java,1226,,699,899
vue-element-admin,PanJiaChen,85667,2017-04-17T03:35:49Z,2024-03-06T19:56:59Z,Vue,312,,2346,3570
GitHub-Chinese-Top-Charts,GrowingGit,85340,2019-09-05T03:01:56Z,2024-03-06T19:04:53Z,Java,0,,154,307
HelloGitHub,521xueweihan,82839,2016-05-04T06:24:11Z,2024-03-06T19:54:48Z,Python,17,,2492,2586
storybook,storybookjs,82221,2016-03-18T04:23:44Z,2024-03-06T17:18:54Z,TypeScript,9555,,10417,12113
papers-we-love,papers-we-love,82207,2013-12-15T14:31:41Z,2024-03-06T19:55:53Z,Shell,425,,218,236
thefuck,nvbn,82127,2015-04-08T15:08:04Z,2024-03-06T19:37:39Z,Python,482,,467,710
free-for-dev,ripienaar,81919,2015-03-18T21:06:26Z,2024-03-06T19:36:43Z,HTML,2419,,0,0
godot,godotengine,81401,2014-01-04T16:05:36Z,2024-03-06T19:54:02Z,C++,31285,,38794,48480
Web-Dev-For-Beginners,microsoft,80560,2020-11-10T02:44:00Z,2024-03-06T19:27:47Z,JavaScript,478,,237,289
animate.css,animate-css,79503,2011-10-12T10:07:38Z,2024-03-06T17:17:48Z,CSS,315,,838,858
langchain,langchain-ai,78423,2022-10-17T02:58:36Z,2024-03-06T19:48:07Z,Python,8118,,4859,6214
frp,fatedier,77875,2015-12-21T15:24:59Z,2024-03-06T19:17:26Z,Go,569,,3119,3204
realworld,gothinkster,77836,2016-02-26T20:49:53Z,2024-03-06T17:43:47Z,TypeScript,427,,473,527
tailwindcss,tailwindlabs,76713,2017-10-06T14:59:14Z,2024-03-06T19:42:07Z,HTML,1971,,3122,3133
iptv,iptv-org,76647,2018-11-14T22:00:57Z,2024-03-06T19:04:00Z,JavaScript,6137,,7509,7522
models,tensorflow,76470,2016-02-05T01:15:20Z,2024-03-06T17:14:42Z,Python,2323,,6188,7233
laravel,laravel,76247,2011-06-08T03:06:08Z,2024-03-06T18:22:11Z,PHP,1558,,0,0
pytorch,pytorch,76229,2016-08-13T05:26:41Z,2024-03-06T18:59:51Z,Python,5641,,27541,40292
every-programmer-should-know,mtdvio,75951,2017-08-24T13:18:26Z,2024-03-06T19:11:39Z,,98,,18,42
django,django,75942,2012-04-28T02:47:18Z,2024-03-06T17:11:32Z,Python,8808,,0,0
svelte,sveltejs,75716,2016-11-20T18:13:05Z,2024-03-06T19:38:36Z,JavaScript,3527,,5092,6005
tauri,tauri-apps,75496,2019-07-13T09:09:37Z,2024-03-06T19:30:33Z,Rust,3758,,2898,3584
Awesome-Hacking,Hack-with-Github,75396,2016-03-30T15:47:10Z,2024-03-06T19:54:52Z,,29,,0,0
LeetCodeAnimation,MisterBooo,74774,2018-12-06T08:01:22Z,2024-03-06T14:56:52Z,Java,63,,42,59
neovim,neovim,74701,2014-01-31T13:39:22Z,2024-03-06T19:52:22Z,Vim Script,12134,,9497,10916
FiraCode,tonsky,74693,2014-11-11T19:32:38Z,2024-03-06T18:34:54Z,Clojure,132,,931,1307
gin,gin-gonic,74561,2014-06-16T23:57:25Z,2024-03-06T17:16:33Z,Go,970,,1582,2161
bitcoin,bitcoin,74529,2010-12-19T15:16:43Z,2024-03-06T18:21:36Z,C++,13781,,7458,7830
opencv,opencv,74460,2012-07-19T09:40:17Z,2024-03-06T18:59:34Z,C++,11852,,7932,10335
mall,macrozheng,74439,2018-04-04T01:11:44Z,2024-03-06T18:51:31Z,Java,1,,458,485
nvm,nvm-sh,74383,2010-04-15T17:47:47Z,2024-03-06T18:54:35Z,Shell,705,,1747,2093
app-ideas,florinpop17,73744,2019-02-25T18:36:56Z,2024-03-06T18:08:25Z,,149,,41,144
advanced-java,doocs,73609,2018-10-06T11:38:30Z,2024-03-06T16:33:37Z,Java,79,,141,144
Font-Awesome,FortAwesome,72834,2012-02-17T14:19:43Z,2024-03-06T17:29:36Z,JavaScript,202,,13790,19249
spring-boot,spring-projects,72007,2012-10-19T15:02:57Z,2024-03-06T19:40:54Z,Java,42,,32668,33258
hugo,gohugoio,71638,2013-07-04T15:26:26Z,2024-03-06T19:50:08Z,Go,2347,,6591,7044
json-server,typicode,70696,2013-11-27T13:21:13Z,2024-03-06T19:37:07Z,JavaScript,117,,532,1112
awesome-vue,vuejs,70613,2015-10-20T00:16:14Z,2024-03-06T18:12:30Z,,3463,,188,221
awesome-mac,jaywcjlove,69600,2016-07-17T15:33:47Z,2024-03-06T19:54:56Z,JavaScript,825,,297,397
excalidraw,excalidraw,69596,2020-01-02T01:04:43Z,2024-03-06T19:49:09Z,TypeScript,3278,,1818,3073
fastapi,tiangolo,68954,2018-12-08T08:21:47Z,2024-03-06T17:43:34Z,Python,1693,,3352,3393
bun,oven-sh,68643,2021-04-14T00:48:17Z,2024-03-06T19:51:42Z,Zig,2591,,3304,5583
core,home-assistant,67781,2013-09-17T07:29:48Z,2024-03-06T18:55:49Z,Python,55683,,44142,46675
moby,moby,67438,2013-01-18T18:10:57Z,2024-03-06T17:53:12Z,Go,19516,,19407,22389
netdata,netdata,67346,2013-06-17T18:39:10Z,2024-03-06T19:43:09Z,C,8028,,7506,7711
yt-dlp,yt-dlp,67307,2020-10-26T04:22:55Z,2024-03-06T19:53:15Z,Python,1897,,5367,6577
Front-End-Checklist,thedaviddias,67115,2017-10-16T10:12:36Z,2024-03-06T18:45:14Z,,173,,144,145
elasticsearch,elastic,66937,2010-02-08T13:20:56Z,2024-03-06T19:25:59Z,Java,61888,,30290,34441
node,base-org,66888,2023-02-01T13:55:02Z,2024-03-06T18:06:50Z,Shell,86,,97,101
reveal.js,hakimel,66599,2011-06-07T18:54:22Z,2024-03-06T18:56:35Z,JavaScript,396,,1640,2330
Microsoft-Activation-Scripts,massgravel,66381,2020-01-12T23:03:34Z,2024-03-06T19:40:10Z,Batchfile,3,,264,268
flask,pallets,65910,2010-04-06T11:11:59Z,2024-03-06T15:21:57Z,Python,1543,,2605,2608
mermaid,mermaid-js,65671,2014-11-01T23:52:32Z,2024-03-06T16:57:37Z,JavaScript,1965,,1888,2738
swift,apple,65509,2015-10-23T21:15:07Z,2024-03-06T19:15:31Z,C++,47053,,8350,14651
awesome-interview-questions,DopplerHQ,65274,2015-11-28T09:48:17Z,2024-03-06T19:55:02Z,,175,,31,57
ML-For-Beginners,microsoft,64737,2021-03-03T01:34:05Z,2024-03-06T18:18:27Z,HTML,354,,0,0
hello-algo,krahets,64589,2022-11-04T11:08:34Z,2024-03-06T19:24:17Z,Java,670,,117,131
code-server,coder,64523,2019-02-27T16:50:41Z,2024-03-06T19:11:53Z,TypeScript,1420,,3072,3386
stable-diffusion,CompVis,64120,2022-08-10T14:36:44Z,2024-03-06T19:39:29Z,Jupyter Notebook,5,,186,681
webpack,webpack,63996,2012-03-10T10:08:14Z,2024-03-06T16:24:59Z,JavaScript,4535,,9604,9756
supabase,supabase,63722,2019-10-12T05:56:49Z,2024-03-06T19:33:09Z,TypeScript,7919,,2982,3150
vite,vitejs,63684,2020-04-21T05:03:57Z,2024-03-06T19:42:31Z,TypeScript,4135,,6379,6758
github-readme-stats,anuraghazra,63634,2020-07-09T10:34:22Z,2024-03-06T19:46:06Z,JavaScript,1079,,1053,1152
cs-video-courses,Developer-Y,63580,2016-10-21T17:02:11Z,2024-03-06T18:15:38Z,,138,,130,130
redis,redis,63560,2009-03-21T22:32:25Z,2024-03-06T17:58:10Z,C,3678,,4385,6354
ChatGPT-Next-Web,ChatGPTNextWeb,63391,2023-03-10T18:27:54Z,2024-03-06T19:01:28Z,TypeScript,542,,2214,2365
express,expressjs,63359,2009-06-26T18:56:01Z,2024-03-06T19:38:16Z,JavaScript,275,,3667,3799
nest,nestjs,63272,2017-02-04T20:12:52Z,2024-03-06T19:33:40Z,TypeScript,6019,,5139,5186
Chart.js,chartjs,63090,2013-03-17T23:56:36Z,2024-03-06T18:20:44Z,JavaScript,2932,,6705,7047
protobuf,protocolbuffers,63083,2014-08-26T15:52:15Z,2024-03-06T19:21:52Z,C++,4921,,5440,5994
awesome-machine-learning,josephmisiti,62929,2014-07-15T19:11:19Z,2024-03-06T19:43:29Z,Python,819,,86,86
devops-exercises,bregman-arie,62422,2019-10-03T17:31:21Z,2024-03-06T19:36:45Z,Python,261,,56,78
awesome-for-beginners,MunGell,62205,2015-10-24T19:53:36Z,2024-03-06T19:55:04Z,,335,,119,146
funNLP,fighting41love,62192,2018-08-21T11:20:39Z,2024-03-06T18:24:33Z,Python,14,,47,69
gpt4all,nomic-ai,62094,2023-03-27T18:49:32Z,2024-03-06T18:47:57Z,C++,447,,1049,1399
33-js-concepts,leonardomso,61411,2018-09-04T13:27:04Z,2024-03-06T19:55:48Z,JavaScript,236,,64,81
interviews,kdn251,61342,2017-02-14T18:19:25Z,2024-03-06T19:34:13Z,Java,42,,22,52
resume.github.com,resume,61227,2011-02-06T13:39:55Z,2024-03-06T14:14:01Z,JavaScript,84,,59,113
awesome-react,enaqx,61169,2014-08-06T05:31:44Z,2024-03-06T19:55:06Z,,775,,99,103
the-algorithm,twitter,60909,2023-03-27T14:57:57Z,2024-03-06T19:36:29Z,Scala,2,,665,915
keras,keras-team,60578,2015-03-28T00:35:42Z,2024-03-06T18:59:50Z,Python,3227,,11439,11624
ansible,ansible,60530,2012-03-06T14:58:02Z,2024-03-06T18:05:06Z,Python,37715,,31537,32076
rustdesk,rustdesk,60469,2020-09-28T15:36:08Z,2024-03-06T18:16:53Z,Rust,2342,,2518,2564
redux,reduxjs,60318,2015-05-29T23:53:15Z,2024-03-06T19:51:58Z,TypeScript,1659,,1994,2033
atom,atom,59935,2012-01-20T18:18:21Z,2024-03-06T16:07:44Z,JavaScript,3937,,16152,17114
playwright,microsoft,59930,2019-11-15T18:32:42Z,2024-03-06T19:52:37Z,TypeScript,12041,,11946,12663
socket.io,socketio,59892,2010-03-11T18:24:48Z,2024-03-06T16:58:10Z,TypeScript,425,,3321,3420
grafana,grafana,59584,2013-12-11T15:59:56Z,2024-03-06T19:52:23Z,TypeScript,40078,,31064,34745
markdown-here,adam-p,59400,2012-05-13T03:27:22Z,2024-03-06T16:07:44Z,JavaScript,20,,308,610
HowToCook,Anduin2017,59275,2020-02-29T10:43:49Z,2024-03-06T15:06:02Z,Shell,483,,271,625
hoppscotch,hoppscotch,59178,2019-08-21T13:15:24Z,2024-03-06T19:50:19Z,TypeScript,1356,,1076,1364
strapi,strapi,59156,2015-09-30T15:34:48Z,2024-03-06T19:28:35Z,TypeScript,7651,,8346,8857
architect-awesome,xingshaocheng,59066,2018-04-06T13:30:58Z,2024-03-06T13:51:20Z,,49,,22,70
angular.js,angular,58968,2010-01-06T00:34:37Z,2024-03-06T06:53:40Z,JavaScript,789,,8648,9039
nocode,kelseyhightower,58938,2018-02-06T23:54:00Z,2024-03-06T15:14:12Z,Dockerfile,1,,649,4591
javascript-questions,lydiahallie,58938,2019-06-12T08:26:27Z,2024-03-06T17:59:51Z,,324,,225,230
v2rayN,2dust,58814,2019-07-30T03:47:24Z,2024-03-06T18:46:25Z,C#,125,,4034,4055
jquery,jquery,58748,2009-04-03T15:20:14Z,2024-03-06T19:38:49Z,JavaScript,690,,2229,2301
cpython,python,58684,2017-02-10T19:23:51Z,2024-03-06T19:55:53Z,Python,40544,,59740,66657
Front-end-Developer-Interview-Questions,h5bp,58665,2012-02-09T23:34:10Z,2024-03-06T18:09:28Z,Nunjucks,471,,138,174
lodash,lodash,58580,2012-04-07T04:11:46Z,2024-03-06T16:53:23Z,JavaScript,577,,4180,4222
syncthing,syncthing,58485,2013-11-26T09:48:21Z,2024-03-06T19:42:19Z,Go,2485,,5021,5351
echarts,apache,58448,2013-04-03T03:18:59Z,2024-03-06T19:55:55Z,TypeScript,1268,,15627,17825
sway,FuelLabs,58363,2021-01-19T20:54:33Z,2024-03-06T19:55:50Z,Rust,2690,,1980,2618
fzf,junegunn,58306,2013-10-23T16:04:23Z,2024-03-06T18:28:14Z,Go,441,,2282,2578
shadowsocks-windows,shadowsocks,57818,2013-01-14T07:54:16Z,2024-03-06T14:33:59Z,C#,278,,2733,2893
scikit-learn,scikit-learn,57577,2010-08-17T09:43:38Z,2024-03-06T19:37:59Z,Python,11767,,9090,10728
awesome-public-datasets,awesomedata,57934,2014-11-20T06:20:50Z,2024-03-06T18:57:50Z,,188,,47,113
superset,apache,57318,2015-07-21T18:55:34Z,2024-03-06T18:17:00Z,TypeScript,12050,,9365,10011
whisper,openai,57123,2022-09-16T20:02:54Z,2024-03-06T19:42:14Z,Python,95,,0,0
tesseract,tesseract-ocr,56923,2014-08-12T18:04:59Z,2024-03-06T19:06:18Z,C++,1339,,2189,2583
Ventoy,ventoy,56807,2020-03-10T15:19:19Z,2024-03-06T19:22:03Z,C,261,,1463,2081
manim,3b1b,56668,2015-03-22T18:50:58Z,2024-03-06T19:02:19Z,Python,564,,718,1107
Apollo-11,chrislgarry,56175,2014-04-03T15:45:02Z,2024-03-06T07:04:31Z,Assembly,324,,316,377
Java,TheAlgorithms,56095,2016-07-16T10:21:02Z,2024-03-06T18:11:25Z,Java,1186,,968,977
html5-boilerplate,h5bp,55817,2010-01-24T18:03:24Z,2024-03-06T16:07:42Z,JavaScript,744,,1324,1331
PayloadsAllTheThings,swisskyrepo,55784,2016-10-18T07:29:07Z,2024-03-06T19:55:53Z,Python,508,,0,0
Best-websites-a-programmer-should-visit,sdmg15,55687,2017-03-05T20:25:17Z,2024-03-06T11:28:50Z,,399,,85,140
design-resources-for-developers,bradtraversy,55435,2020-05-06T14:40:35Z,2024-03-06T19:30:04Z,,884,,91,91
system-design-101,ByteByteGoHq,55422,2023-09-18T20:52:03Z,2024-03-06T17:32:50Z,,21,,11,40
awesome-nodejs,sindresorhus,55150,2014-07-11T13:35:34Z,2024-03-06T19:55:08Z,,405,,100,101
gatsby,gatsbyjs,54969,2015-05-21T22:43:05Z,2024-03-06T15:16:45Z,JavaScript,18066,,13859,14022
spring-framework,spring-projects,54655,2010-12-08T04:04:45Z,2024-03-06T16:48:57Z,Java,823,,24624,24900
rails,rails,54611,2008-04-11T02:19:47Z,2024-03-06T16:43:47Z,Ruby,22959,,16628,17118
d2l-zh,d2l-ai,54607,2017-08-23T04:40:24Z,2024-03-06T18:55:55Z,Python,1020,,0,0
obs-studio,obsproject,54487,2013-10-01T02:40:31Z,2024-03-06T18:07:52Z,C,4423,,3196,3646
imgui,ocornut,54482,2014-07-21T14:29:47Z,2024-03-06T19:37:24Z,C++,336,,4652,5475
openai-cookbook,openai,54469,2022-03-11T02:08:53Z,2024-03-06T19:21:41Z,MDX,459,,297,322
awesome-cpp,fffaraz,54293,2014-07-17T08:51:11Z,2024-03-06T19:55:16Z,,669,,229,571
gpt4free,xtekky,54176,2023-03-29T17:00:43Z,2024-03-06T19:28:38Z,Python,449,,893,974
tabby,Eugeny,54142,2016-12-23T09:06:10Z,2024-03-06T19:12:52Z,TypeScript,1443,,3035,4767
element,ElemeFE,53891,2016-09-03T06:19:26Z,2024-03-06T13:36:14Z,Vue,3229,,15223,17652
leetcode,azl397985856,53401,2018-03-30T09:13:51Z,2024-03-06T17:30:46Z,JavaScript,256,,243,252
awesome-courses,prakhar1989,52878,2014-11-15T18:36:49Z,2024-03-06T19:55:18Z,,194,,39,75
DeepLearning-500-questions,scutan90,52736,2018-06-27T06:36:45Z,2024-03-06T16:45:01Z,JavaScript,302,,80,185
caddy,caddyserver,52678,2015-01-13T19:45:03Z,2024-03-06T17:57:34Z,Go,1805,,3635,3742
SecLists,danielmiessler,52598,2012-02-19T01:30:18Z,2024-03-06T19:30:29Z,PHP,559,,221,241
gpt_academic,binary-husky,52497,2023-03-20T09:05:13Z,2024-03-06T18:38:21Z,Python,141,,1123,1320
llama.cpp,ggerganov,52363,2023-03-10T18:58:00Z,2024-03-06T16:21:51Z,C++,1946,,1330,2379
awesome-scalability,binhnguyennus,52224,2017-12-27T03:46:40Z,2024-03-06T19:55:21Z,,32,,0,0
prometheus,prometheus,52052,2012-11-24T11:14:12Z,2024-03-06T19:36:07Z,Go,5858,,4684,5458
docusaurus,facebook,51830,2017-06-20T16:13:53Z,2024-03-06T19:46:13Z,TypeScript,4960,,2660,2922
alacritty,alacritty,51776,2016-02-18T05:02:30Z,2024-03-06T19:42:51Z,Rust,1739,,5194,5498
react-router,remix-run,51700,2014-05-16T22:22:51Z,2024-03-06T17:23:04Z,TypeScript,2060,,7255,7303
normalize.css,necolas,51630,2011-05-04T10:20:25Z,2024-03-06T19:04:24Z,CSS,56,,461,506
localstack,localstack,51530,2016-10-25T23:48:03Z,2024-03-06T19:29:59Z,Python,4563,,4919,5220
face_recognition,ageitgey,51268,2017-03-03T21:52:39Z,2024-03-06T19:43:40Z,Python,94,,584,1314
requests,psf,51118,2011-02-13T18:38:17Z,2024-03-06T17:29:40Z,Python,1532,,3680,3881
Semantic-UI,Semantic-Org,50943,2013-04-08T23:32:04Z,2024-03-06T14:43:17Z,JavaScript,356,,5256,6222
ui,shadcn-ui,50929,2023-01-04T12:43:27Z,2024-03-06T19:57:23Z,TypeScript,293,,1028,1567
nuxt,nuxt,50908,2016-10-26T11:18:47Z,2024-03-06T19:43:59Z,TypeScript,4412,,13138,14075
llama,facebookresearch,50655,2023-02-14T09:29:12Z,2024-03-06T19:26:08Z,Python,47,,580,871
awesome-flutter,Solido,50548,2017-05-07T11:45:27Z,2024-03-06T19:55:25Z,Dart,420,,0,0
scrapy,scrapy,50337,2010-02-22T02:01:14Z,2024-03-06T15:56:43Z,Python,2094,,2501,2931
ionic-framework,ionic-team,50239,2013-08-20T23:06:02Z,2024-03-06T19:23:49Z,TypeScript,5465,,21135,21494
Real-Time-Voice-Cloning,CorentinJ,50200,2019-05-26T08:56:15Z,2024-03-06T17:03:32Z,Python,48,,887,1062
nerd-fonts,ryanoasis,50162,2014-12-05T04:31:17Z,2024-03-06T19:06:09Z,CSS,419,,858,903
sherlock,sherlock-project,49988,2018-12-24T14:30:48Z,2024-03-06T19:47:59Z,Python,532,,809,881
new-pac,Alvin9999,49954,2016-03-23T08:43:36Z,2024-03-06T19:15:00Z,,0,,1153,1537
material-design-icons,google,49529,2014-10-08T18:01:28Z,2024-03-06T16:48:35Z,,44,,1080,1369
gpt-engineer,gpt-engineer-org,49427,2023-04-29T12:52:15Z,2024-03-06T19:48:09Z,Python,277,,400,426
guava,google,49185,2014-05-29T16:23:17Z,2024-03-06T17:22:42Z,Java,489,,2900,3537
fuel-core,FuelLabs,49178,2020-08-27T21:12:14Z,2024-03-06T19:55:03Z,Rust,867,,509,659
git,git,49037,2008-07-23T14:21:26Z,2024-03-06T19:36:11Z,C,3,,0,0
you-get,soimort,49026,2012-08-20T15:53:36Z,2024-03-06T16:48:07Z,Python,572,,0,0
awesome-chatgpt-prompts-zh,PlexPt,48932,2022-12-12T01:55:03Z,2024-03-06T19:15:26Z,,30,,54,92
faceswap,deepfakes,48701,2017-12-19T09:44:13Z,2024-03-06T16:33:19Z,Python,354,,829,845
awesome-android-ui,wasabeef,48691,2014-12-24T01:45:03Z,2024-03-06T19:55:30Z,,90,,92,105
act,nektos,48655,2019-01-02T19:53:43Z,2024-03-06T19:48:00Z,Go,866,,868,1053
anime,juliangarnier,48381,2016-03-13T21:37:45Z,2024-03-06T17:59:37Z,JavaScript,72,,506,706
privateGPT,imartinez,48195,2023-05-02T09:15:31Z,2024-03-06T19:48:09Z,Python,139,,833,949
jekyll,jekyll,48008,2008-10-20T06:29:03Z,2024-03-06T19:32:53Z,Ruby,3123,,4682,4787
bulma,jgthms,47988,2016-01-23T23:48:34Z,2024-03-06T16:07:52Z,CSS,611,,2291,2508
prettier,prettier,47881,2016-11-29T17:13:37Z,2024-03-06T12:39:11Z,JavaScript,7903,,5376,6465
moment,moment,47748,2011-03-01T02:46:06Z,2024-03-06T17:52:42Z,JavaScript,714,,3893,4096
tldr,tldr-pages,47722,2013-12-08T07:34:43Z,2024-03-06T18:20:29Z,Markdown,9974,,1090,1236
rustlings,rust-lang,47604,2015-09-15T02:25:18Z,2024-03-06T19:29:09Z,Rust,793,,433,565
RxJava,ReactiveX,47558,2013-01-08T20:11:48Z,2024-03-06T19:29:15Z,Java,3180,,3136,3148
kotlin,JetBrains,47122,2012-02-13T17:29:58Z,2024-03-06T16:27:33Z,Kotlin,2054,,0,0
hacker-scripts,NARKOZ,47115,2015-11-21T19:05:09Z,2024-03-06T16:37:39Z,JavaScript,63,,39,80
